Control Number,Subject,Primary Creator,Unique Custodian,Email From,Email To,Email CC,Date Created,Date Last Modified,Date Sent,Date Received,MD5 Hash,Attachment Count
ANEX-00000963,Accepted offer at SCEM,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""greg whalley""","""brad mcsherry""; ""elizabeth grant""; ""david oxley""; vince@leaf.com",2016-12-01 03:08:33,12/05/2009 07:39,,2016-11-25 08:46:05,e4b9772e6bccb3514ae9350e68b3cd0b,4
ANEX-00000964,Re: Argentina Modelling,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""michael guerriero""","""shirley crenshaw""; vince@leaf.com",2017-01-05 05:29:21,12/05/2009 07:51,2017-01-05 05:29:21,2016-11-03 21:49:22,a97048df9c28e6b3a5e50db8a27af625,2
ANEX-00000965,Underwriting Meeting - EB 2831,,Vince Vanjie,,,,2016-12-06 00:40:35,12/05/2009 07:39,2016-12-06 00:40:35,2016-12-05 01:24:55,90c0737cd4dcbf04adb65fe14972fd76,2
ANEX-00000966,New PC,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""shirley crenshaw""","vince@leaf.com; ""grant masson""; ""alex huang""",2016-10-28 01:39:08,12/05/2009 07:39,2016-10-28 01:39:08,2017-01-28 22:27:28,be17733d2e5801a2bb55b1f0ea6cb8d6,0
ANEX-00000967,Re: Stinson vacation in Feb.,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""stinson gibner""",vince@leaf.com,2017-01-26 17:41:29,12/05/2009 07:51,,2017-01-14 18:56:47,7c8cb94758b090d9118e2f0f3d111b74,0
ANEX-00000968,Re: Vincent Tang,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""candace womack""",vince@leaf.com,2016-12-01 19:50:10,12/05/2009 07:51,,2016-10-25 05:47:37,5d0f500fa294dd452ab5dc31e0eb7c30,0
ANEX-00000970,"Re: speaker confirmation - Risk 2000, Boston, 13 & 14 June 2000",vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-11-14 22:47:46,12/05/2009 07:40,,2017-01-17 13:33:57,55fb13b44a9a3d4a63231399e4d5e96c,1
ANEX-00000972,"CERA Multimedia Presentation: December 8, 1999",vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2017-01-08 08:46:21,12/05/2009 07:40,2017-01-08 08:46:21,2016-10-18 12:57:43,141ddae82d68c7d10f563064810790d7,4
ANEX-00000974,"Re: Research Group ""Millenium"" Party -- Address Correction",vince@leaf.com,Vince Vanjie,vince@leaf.com,vvanjie@aol.com,,2016-12-09 14:06:55,12/05/2009 07:40,2016-12-09 14:06:55,2016-12-12 13:34:46,cb0f478a1be57f483dea5bcb78166ecb,3
ANEX-00000976,Amerada Hess Day Rate Hedge numbers,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""stinson gibner""",,2016-10-11 15:39:35,12/05/2009 07:40,2016-10-11 15:39:35,2016-10-28 16:23:04,748bac30dd3690ac308cbad3a9238fda,0
ANEX-00000978,John Payton - Amerada Hess Day Rate Hedge,,Vince Vanjie,,,,2016-12-31 15:50:21,12/05/2009 07:40,2016-12-31 15:50:21,2017-01-31 03:59:24,0df59406d1bc53c3b54eff8867709758,2
ANEX-00000979,My Trip to India,"""pinnamaneni krishnarao""",Vince Vanjie,"""pinnamaneni krishnarao""","vince@leaf.com; ""shirley crenshaw""",,2016-10-30 13:45:05,,2016-10-30 13:45:05,2016-11-16 01:23:39,7ff99d1f36348bb634afae0643193eb3,3
ANEX-00000980,Maureen Raymond,,Vince Vanjie,,,,2016-10-11 10:29:44,,2016-10-11 10:29:44,2016-10-31 17:26:52,8bdb22c8929be8b3541bc6a260443b6b,0
ANEX-00000981,Day Rate Hedge,"""john peyton""",Vince Vanjie,"""john peyton""",vince@leaf.com,"""chris hilgert""",2016-11-06 14:55:47,,2016-11-06 14:55:47,2016-12-17 02:00:05,0a1b5465fa00b8b4e5ae3020665496e7,2
ANEX-00000983,New PC,"""shirley crenshaw""",Vince Vanjie,"""shirley crenshaw""","""lyn malina""","william@ext-eml.com; vince@leaf.com; ""alex huang""",2017-01-15 01:54:49,,2017-01-15 01:54:49,2017-01-26 21:05:13,a8a9d39a520d0e8b3196b6606edafb25,4
ANEX-00000984,RE: Executive Program on Credit Risk,"""tanya tamarchenko""",Vince Vanjie,"""tanya tamarchenko""",vince@leaf.com,,2017-01-15 22:59:11,,2017-01-15 22:59:11,2017-01-29 02:37:58,95c5e6a2dad9ff7dbe7607196f2e64c6,1
ANEX-00000985,Aggregation,,Vince Vanjie,,,,2016-10-21 14:53:20,,2016-10-21 14:53:20,2017-01-07 13:35:09,d552edb9ea41867ca491c6cafa63d0ed,0
ANEX-00000986,Aggregation IT,,Vince Vanjie,,,,2016-10-15 10:08:45,,2016-10-15 10:08:45,2016-12-23 06:03:08,1c0e9887dae3face8b9664c435a700ba,1
ANEX-00000987,RE: Executive Program on Credit Risk,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""tanya tamarchenko""",,2016-11-17 16:38:19,,2016-11-17 16:38:19,2016-11-07 04:36:14,1f13de0f4d367d86761b55aad6e7875c,1
ANEX-00000988,Bearish Pressure on Gas Price Continues,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""patricia tlapek""; ""mike a roberts""",,2016-12-19 05:08:53,,2016-12-19 05:08:53,2016-12-23 15:18:17,c6c5489ba657ce7575b5647356fb36b1,0
ANEX-00000990,Day Rate Hedge,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""stinson gibner""; ""paulo issler""",,2016-10-19 22:45:20,,2016-10-19 22:45:20,2016-10-15 06:30:39,0d9f50129cf2b103c2e426c8819b91d6,4
ANEX-00000992,Re: Vincent Tang,"""candace womack""",Vince Vanjie,"""candace womack""",vince@leaf.com,"""margaret daffin""; ""jane allen""",2017-01-02 02:46:17,,2017-01-02 02:46:17,2016-10-31 07:44:49,0f27ff76942e513f2d892d8bffb8bb8a,2
ANEX-00000994,Strategic Plan,vince@leaf.com,Vince Vanjie,vince@leaf.com,"""stinson gibner""",,2016-10-24 17:04:52,,2016-10-24 17:04:52,2016-10-22 21:04:14,bfe083aebd3d1150ec142ebb771e3afa,2
